FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,VerDate
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,1906.26568365,112429.87763498,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,203.48317195,21897.91422217,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,70.69745113,6277.03127588,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,13.75599793,2063.85703114,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,6.86041212,1234.69734739,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,57.82681429,4682.63920662,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,6.89266154,1087.81827287,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,340.46675746,30425.21395616,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,4.66447231,898.45296425,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,30.04931574,3502.70731068,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,13.82773885,2337.10049144,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,0.93994080,396.50927270,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,4.41216859,826.24751360,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,0.51984935,326.22361586,06/06/2024
Farnell Ave,"13112883515",2013-14 Wildfire,2013/11/28,2013/11/28,0.00348842,25.86118481,06/06/2024
Prospect Reservior - Grass Alight,"13101780745",2013-14 Wildfire,2013/10/17,2013/10/17,1.15322945,524.67508081,06/06/2024
Elizabeth Drive,"1311082279",2013-14 Wildfire,2013/11/08,2013/11/11,18.36239373,2916.98137091,06/06/2024
Lady Carrington Drive Fire,"13112883513",2013-14 Wildfire,2013/11/28,2013/11/28,0.04307970,150.83271381,06/06/2024
Church Camp,"13120283695",2013-14 Wildfire,2013/12/02,2013/12/02,0.05320656,106.72539227,06/06/2024
Midson Rd,"13110682194",2013-14 Wildfire,2013/11/06,2013/11/08,26.77658302,4521.57338926,06/06/2024
Sportsmans Creek Trail Fire,"13103181769",2013-14 Wildfire,2013/10/31,2013/11/14,12470.82300099,70935.78585360,06/06/2024
RICH Gap Rd Powerline SFAZ,"12042558415",2011-12 Prescribed Burn,2012/04/25,2012/04/25,4.14132100,1683.95443699,06/06/2024
RICH_Mulgum_LMZ,"12052959210",2011-12 Prescribed Burn,2012/05/29,2012/05/29,28.96744722,3624.68845453,06/06/2024
Boginderra Hills,,1984-85 Wildfire,1985/01/15,1985/01/18,59.64416957,2965.01017784,06/06/2024
Crawney Rd,"13120984154",2013-14 Wildfire,2013/12/08,2013/12/15,69.43549147,6248.37276200,06/06/2024
Range Road,"13110281910",2013-14 Wildfire,2013/11/02,2013/11/06,16.98554993,1716.37771784,06/06/2024
Garnpang,"13120383786",2013-14 Wildfire,2013/12/03,2013/12/04,986.04361326,28793.33324451,06/06/2024
Yowrie South SFAZ,HR10062344741,2012-13 Prescribed Burn,2013/03/13,2013/04/04,1278.39504807,81348.70950652,06/06/2024
Bermaguee NR,"99999999999",2013-14 Prescribed Burn,2013/05/01,2013/05/30,236.11016394,10244.78697408,06/06/2024
BOM Batemans LMZ,"12040946962",2011-12 Prescribed Burn,2012/04/09,2012/04/10,201.77253491,17159.25385980,06/06/2024
Monga SCA,"13121850293",2013-14 Wildfire,2013/12/18,2013/12/21,2.06076133,591.73419449,06/06/2024
"Cowpasture Road, Bossley Park - Grass Alight","14010151188",2013-14 Wildfire,2013/12/31,2014/01/01,0.93965618,387.93499277,06/06/2024
McFarlanes Creek,"14010551516",2013-14 Wildfire,2013/01/05,2013/01/05,0.01063555,37.59081953,06/06/2024
Bare Island Lawn,,2013-14 Wildfire,2013/08/17,2013/08/17,0.02892608,89.40166268,06/06/2024
Jerusalem Creek Fire,"13111882948",2013-14 Wildfire,2013/11/16,2013/12/09,3867.37578167,61939.90786354,06/06/2024
Three Tops,"14010751692",2013-14 Wildfire,2014/01/07,2014/01/09,0.17541081,195.43285241,06/06/2024
Sandstone Caves,"13121550054",2013-14 Wildfire,2013/12/15,2013/12/16,1247.29839285,18076.99266133,06/06/2024
Crawl Trail,"13121750216",2013-14 Wildfire,2013/12/17,2014/01/18,76.71096156,4441.72988513,06/06/2024
Borah Creek,"13121750208",2013-14 Wildfire,2013/12/17,2013/12/18,880.50465336,18936.41548855,06/06/2024
Dilkoon Trail,"13082776172",2013-14 Wildfire,2013/08/27,2013/09/05,518.02092399,8921.27896298,06/06/2024
Camira Creek,"13100979968",2013-14 Wildfire,2013/10/09,2013/10/18,169.02592348,9301.73303373,06/06/2024
Wacthimbark Fire,"14010351409",2013-14 Wildfire,2014/01/03,2014/01/10,162.29404528,7934.00239208,06/06/2024
Pimple Creek Fire,"13122250618",2013-14 Wildfire,2013/12/22,2014/01/07,705.82254915,18495.87233421,06/06/2024
Wiakok-Kauthi Creek Fire,"13122250621",2013-14 Wildfire,2013/12/17,2014/01/09,1319.99730823,39020.73562015,06/06/2024
Fieldmount,"13092678784",2013-14 Wildfire,2013/09/25,2013/10/03,8.64350790,1100.27673110,06/06/2024
Hat Head Headland,"13103081715",2013-14 Wildfire,2013/10/30,2013/11/03,44.88687496,2959.32627712,06/06/2024
Mount Comara,"11092039415",2011-12 Wildfire,2011/09/20,2011/09/23,0.00434879,34.97354388,06/06/2024
Nulla Nulla Creek,"14010651633",2013-14 Wildfire,2014/01/06,2014/01/07,8.53432346,1662.62899099,06/06/2024
Roses Road Fire,"13081474928",2013-14 Wildfire,2013/08/14,2013/08/27,258.92269140,10923.36493830,06/06/2024
Skink Trail,"13111082442",2013-14 Wildfire,2014/01/10,2013/11/16,3.92600954,1054.48796669,06/06/2024
Stockyard Road,"13120984180",2013-14 Wildfire,2013/12/08,2013/12/13,349.29251824,9083.07261088,06/06/2024
Tee Tree Lane,"13090376917",2013-14 Wildfire,2013/09/03,2013/09/04,6.38626069,1024.27276268,06/06/2024
Yessabah Forest Fire,"13102981670",2013-14 Wildfire,2013/10/29,2013/11/06,155.50345178,7110.74996454,06/06/2024
Baking Powder Creek,"13111082481",2013-14 Wildfire,2013/11/08,2014/01/12,1.22185777,422.73879513,06/06/2024
Maria River Road,"13102581407",2013-14 Wildfire,2013/10/25,2013/10/25,0.86622404,357.62614459,06/06/2024
Phillip Drive,"13091578033",2013-14 Wildfire,2013/09/15,2013/09/15,0.15755657,149.13406261,06/06/2024
Ryans Cut,"13080974492",2013-14 Wildfire,2013/08/09,2014/01/11,1.99847392,684.04564734,06/06/2024
CCA Cooks LMZ,HR11112455985,2012-13 Prescribed Burn,2013/05/03,2013/05/03,18.17214928,5243.93963549,06/06/2024
Winfield Fire Trail,"14011852571",2013-14 Wildfire,2014/01/18,2014/01/24,0.26806426,266.52691959,06/06/2024
Murray Heights,"14011852493",2013-14 Wildfire,2014/01/18,2014/01/24,274.46588893,7175.50604385,06/06/2024
Minjary,"14011852494",2013-14 Wildfire,2014/01/18,2014/02/14,3198.30236995,30213.06342949,06/06/2024
Dubbo Flat,"14011952603",2013-14 Wildfire,2014/01/19,2014/01/24,0.01179737,39.94686009,06/06/2024
DPA Bobo LMZ,HR11072353356,2013-14 Prescribed Burn,2013/08/26,2013/08/26,463.08202676,9936.60750771,06/06/2024
KYO Mt Findon,HR12022357524,2013-14 Prescribed Burn,2013/08/28,2013/08/29,112.11895680,12383.39012247,06/06/2024
Dorrigo Flat HR,HR12022357517,2013-14 Prescribed Burn,2013/08/30,2013/08/31,12.25398120,1866.23665010,06/06/2024
Archery Road,,2013-14 Wildfire,2013/12/01,2013/12/01,1.40024660,477.87679404,06/06/2024
Sugarloaf Range Rd 1,,2013-14 Wildfire,2013/12/08,2013/12/08,1.36078735,446.59623701,06/06/2024
Sugarloaf Range Rd 2,,2013-14 Wildfire,2013/12/08,2013/12/08,0.25487010,193.16949606,06/06/2024
Sugarloaf East Track,,2013-14 Wildfire,2014/01/24,2014/01/27,0.43619269,304.46523302,06/06/2024
Sturgess,"14011852516",2013-14 Wildfire,2014/01/18,2014/02/14,2542.43064698,28158.05093545,06/06/2024
Fifteen Mile Ridge,"14012152831",2013-14 Wildfire,2014/01/21,2014/01/31,2.04788483,534.05940676,06/06/2024
Toms Farm Creek,"14011652286",2013-14 Wildfire,2014/01/16,2014/02/01,25.43163657,1991.77700489,06/06/2024
Moombril,"14011852472",2013-14 Wildfire,2014/01/18,2014/02/13,4840.02526154,43611.97097290,06/06/2024
Sheepskin Complex,"14010551523",2013-14 Wildfire,2014/01/05,2014/02/25,25781.23265860,143767.15408177,06/06/2024
Black Butt Range Rd,"1410651646",2013-14 Wildfire,2014/01/06,2014/01/06,2.14755838,573.33873975,06/06/2024
Bear Gap,"14013153475",2013-14 Wildfire,2014/01/31,2014/02/11,5.53161617,953.04195992,06/06/2024
Jillicambra,"14012653114",2013-14 Wildfire,2014/01/26,2014/02/10,427.20946554,10697.82397806,06/06/2024
KYOG Joes Box LMZ,HR12052258992,2013-14 Prescribed Burn,2013/08/27,2013/08/31,235.42752962,11205.65888129,06/06/2024
Serendipity HR,"13090677150",2013-14 Prescribed Burn,2013/09/06,2013/09/09,70.01561079,4871.85888106,06/06/2024
Bommi Windrows,"14011552176",2013-14 Wildfire,2014/01/15,2014/01/16,6.17629683,3276.13417977,06/06/2024
Bommi Windrows,"14011552176",2013-14 Wildfire,2014/01/15,2014/01/16,3.44719904,3884.46095965,06/06/2024
Weetalibah,"14012052720",2013-14 Wildfire,2014/01/20,2014/01/21,103.99788848,5007.75732820,06/06/2024
Bobbiwaa,"13112583315",2013-14 Wildfire,2013/11/25,2013/11/29,1.79973737,585.90916005,06/06/2024
Wyoming,"13121750210",2013-14 Wildfire,2013/12/17,2013/12/20,3.86305781,1003.76417871,06/06/2024
Wyoming,"13121750210",2013-14 Wildfire,2013/12/17,2013/12/20,1.01099953,570.44646447,06/06/2024
Toolooly Boundary,HR13071764152,2013-14 Prescribed Burn,2013/08/20,2013/08/21,5715.77342034,41380.40453974,06/06/2024
Gundabooka South East Boundary Trail,HR12062659820,2013-14 Prescribed Burn,2013/08/19,2013/08/19,1114.70593549,19011.83907843,06/06/2024
Gundabooka North West Boundary Trail,HR13080265103,2013-14 Prescribed Burn,2013/08/21,2013/08/23,1016.56393725,14485.98565936,06/06/2024
Toorale Top Wooly,HR13080265108,2013-14 Prescribed Burn,2013/09/12,2013/09/12,432.42459306,9990.17983685,06/06/2024
Birdie Beach Fire,"13082876249",2013-14 Wildfire,2013/08/28,2013/09/01,7.07151114,1057.44360911,06/06/2024
"Avenue Rd Fire, Bungawalbin NP",,2013-14 Wildfire,2013/09/11,2013/09/11,250.43016941,7599.81695504,06/06/2024
CSA Red Root West SFAZ,HR12021657404,2013-14 Prescribed Burn,2013/08/13,2013/08/13,84.68230990,4111.19506049,06/06/2024
CSA Sandon Bairds Hut SFAZ,HR13030563261,2013-14 Prescribed Burn,2013/08/23,2013/08/23,6.37630669,1487.32743666,06/06/2024
Frenchmans,"13090977491",2013-14 Wildfire,2013/09/09,2013/09/16,5763.80694636,123050.56904351,06/06/2024
Chandlers,"13090877395",2013-14 Wildfire,2013/09/08,2013/09/12,26.32871725,2755.02184879,06/06/2024
North Yabbra,"13091177703",2013-14 Wildfire,2013/09/11,2013/09/14,2.07945788,650.00617376,06/06/2024
Womerah,HR12041958315,2013-14 Prescribed Burn,2013/09/05,2013/09/10,1415.85243444,35921.59444206,06/06/2024
Harris Trail 1,"13090577109",2013-14 Wildfire,2013/09/05,2013/09/16,225.31340296,10977.21188284,06/06/2024
Braddocks Road SFAZ,HR10052844265,2013-14 Prescribed Burn,2013/08/24,2013/08/31,74.19961895,5793.20965328,06/06/2024
DPA Powers SFAZ East,HR11112656022,2013-14 Prescribed Burn,2013/08/22,2013/08/22,61.70660384,12086.99666216,06/06/2024
DPA Powers SFAZ East,HR11112656022,2013-14 Prescribed Burn,2013/08/22,2013/08/22,37.51947502,6268.54905879,06/06/2024
DPA Powers SFAZ East,HR11112656022,2013-14 Prescribed Burn,2013/08/22,2013/08/22,0.75403119,427.28112468,06/06/2024
DPA Muck Creek LMZ,HR11112656021,2013-14 Prescribed Burn,2013/08/22,2013/08/22,39.71495332,6980.58498577,06/06/2024
DPA Muck Creek LMZ,HR11112656021,2013-14 Prescribed Burn,2013/08/22,2013/08/22,128.69589612,15281.37644273,06/06/2024
DPA Muck Creek LMZ,HR11112656021,2013-14 Prescribed Burn,2013/08/22,2013/08/22,7.26956424,1050.12266919,06/06/2024
DPA Muck Creek LMZ,HR11112656021,2013-14 Prescribed Burn,2013/08/22,2013/08/22,9.57901188,1368.08420055,06/06/2024
DPA Styx LMZ,HR10123148451,2013-14 Prescribed Burn,2013/08/28,2013/08/28,15.80969323,2047.00983624,06/06/2024
DPA Styx LMZ,HR10123148451,2013-14 Prescribed Burn,2013/08/28,2013/08/28,5.37722046,1045.37586835,06/06/2024
DPA Styx LMZ,HR10123148451,2013-14 Prescribed Burn,2013/08/28,2013/08/28,17.75354805,1570.92792293,06/06/2024
DPA Styx LMZ,HR10123148451,2013-14 Prescribed Burn,2013/08/28,2013/08/28,10.47811753,1840.65999644,06/06/2024
DPA Styx LMZ,HR10123148451,2013-14 Prescribed Burn,2013/08/28,2013/08/28,10.55364376,1527.44557152,06/06/2024
DPA Styx LMZ,HR10123148451,2013-14 Prescribed Burn,2013/08/28,2013/08/28,11.26383738,3173.55841874,06/06/2024
DPA Styx LMZ,HR10123148451,2013-14 Prescribed Burn,2013/08/28,2013/08/28,8.19734318,2142.93761330,06/06/2024
Abermain bush alight,"13082275614",2013-14 Wildfire,2013/08/22,2013/08/22,1.70249763,579.62844748,06/06/2024
Abermain bush alight,"13082275614",2013-14 Wildfire,2013/08/22,2013/08/22,0.37762216,292.79278638,06/06/2024
Abermain bush alight,"13082275614",2013-14 Wildfire,2013/08/22,2013/08/22,0.02575418,72.34603784,06/06/2024
Lismore Street,"13092378524",2013-14 Wildfire,2013/09/23,2013/09/24,0.24762682,207.79080835,06/06/2024
Lismore Street,"13092378524",2013-14 Wildfire,2013/09/23,2013/09/24,0.17926214,173.15308068,06/06/2024
Lismore Street,"13092378524",2013-14 Wildfire,2013/09/23,2013/09/24,0.80129402,377.28990903,06/06/2024
Lismore Street,"13092378524",2013-14 Wildfire,2013/09/23,2013/09/24,0.70084585,398.47084185,06/06/2024
Heaton Road,"13092678766",2013-14 Wildfire,2013/09/26,2013/09/26,0.15468124,162.10836526,06/06/2024
Gibsons,,2013-14 Wildfire,2013/08/22,2013/08/22,0.13668783,164.25983686,06/06/2024
Sugarloaf Range Powerlines,,2013-14 Wildfire,2013/09/01,2013/09/01,0.48520494,471.50780901,06/06/2024
GLEN - Morven SFAZ,HR13020562886,2013-14 Prescribed Burn,2013/08/09,2013/08/12,765.60889795,25023.73248568,06/06/2024
GLEN - Mulligans APZ,HR13012462748,2013-14 Prescribed Burn,2013/08/21,2013/08/24,5.31016936,1114.76080504,06/06/2024
TENT - Reserve Road North SFAZ & LMZ,HR13032863549,2013-14 Prescribed Burn,2013/09/04,2013/09/09,3022.81660320,24555.80063630,06/06/2024
TENT - Robinson's / Depot APZ,HR13020862944,2013-14 Prescribed Burn,2013/08/07,2013/08/13,7.59296103,1529.86014020,06/06/2024
WALC - Cheyenne LMZ & SFAZ,HR13061164671,2013-14 Prescribed Burn,2013/08/13,2013/08/13,38.64903051,3019.47588417,06/06/2024
WALC - Oaky LMZ Oaky Pinnacle,HR13061164667,2013-14 Prescribed Burn,2013/09/03,2013/09/10,436.52524513,13331.86438898,06/06/2024
Stony Creek The Ranges,"13091077628",2013-14 Wildfire,2013/09/10,2013/09/16,29.40308968,2566.24462697,06/06/2024
WALC - Stony Creek - The Ranges LMZ,HR13061964728,2013-14 Prescribed Burn,2013/09/09,2013/09/10,198.75549689,8955.49892119,06/06/2024
Dodds Trail,"13091077606",2013-14 Wildfire,2013/09/10,2013/09/14,377.26156803,26773.44239426,06/06/2024
Moggs Swamp Warra National Park,"13091077613",2013-14 Wildfire,2013/09/10,2013/09/16,24.32927403,2438.98244092,06/06/2024
Berkley Road Prescribed Burn,HR07031522353-2,2008-09 Prescribed Burn,2009/04/11,2009/04/13,2.46510014,697.57628692,06/06/2024
Bush alight West Head,"13101080070",2013-14 Wildfire,2013/10/10,2013/10/10,0.00836245,32.60928590,06/06/2024
NAT Flat Top Mountain LMZ,HR11061652311,2013-14 Prescribed Burn,2013/09/03,2013/09/11,1092.76760079,22908.78651192,06/06/2024
LAC-Pipe Clay Creek HR-Conimbla NP-2010,"09030536001",2009-10 Prescribed Burn,2010/04/16,2010/04/16,247.88718175,8242.94509645,06/06/2024
LAC-Pipe Clay Creek HR-Conimbla NP-2010,"09030536001",2009-10 Prescribed Burn,2010/04/16,2010/04/16,86.77865088,4370.89916133,06/06/2024
LAC-Sth Keewong Trail HR-SFAZ-LMZ-Conimbla NP-2009,"07111626683",2009-10 Prescribed Burn,2009/10/28,2009/10/28,501.91278539,9169.48550405,06/06/2024
Benerembah,"13093079304",2013-14 Wildfire,2013/09/30,2013/10/09,7.53719749,1201.05807776,06/06/2024
Benerembah,"13093079304",2013-14 Wildfire,2013/09/30,2013/10/09,1.98294239,605.18515430,06/06/2024
Uri Track No. 4,"13070372750",2013-14 Wildfire,2013/07/03,2013/07/05,0.00145891,15.07843685,06/06/2024
Uri Track No. 4,"13070372750",2013-14 Wildfire,2013/07/03,2013/07/05,0.00071031,10.52347596,06/06/2024
Shed Arm,"13101380350",2013-14 Wildfire,2013/10/13,2013/10/22,160.13602999,9865.79590297,06/06/2024
Bulgo Track,"13101780806",2013-14 Wildfire,2013/10/17,2013/10/23,5.91574620,1107.97371393,06/06/2024
Hall Road Balmoral,"13101780702",2013-14 Wildfire,2013/10/17,2013/10/31,15720.86247855,269704.38524043,06/06/2024
Gulguer Nature Reserve,"13102381242",2013-14 Wildfire,2013/10/23,2013/10/23,0.20987968,176.37218400,06/06/2024
ROY Heathcote West,HR13072264985,2013-14 Prescribed Burn,2013/09/07,2013/09/13,39.45058824,3671.75783380,06/06/2024
ROY Anglican Church Camps SFAZ,HR13083065431,2013-14 Prescribed Burn,2013/08/30,2013/09/06,2.52973984,1015.64775015,06/06/2024
Yeramba LMZ HR Stage 3,HR12041358258,2013-14 Prescribed Burn,2013/08/26,2013/09/08,17.07148052,2074.69974782,06/06/2024
Purfleet,"13092678796",2013-14 Wildfire,2013/09/26,2013/10/11,264.51629875,21813.68557107,06/06/2024
Crowdy Gap Fire,"13100179466",2013-14 Wildfire,2013/10/01,2013/10/23,5236.09695027,79882.32536419,06/06/2024
Browns Road Fire,"13101380324",2013-14 Wildfire,2013/09/28,2013/09/30,354.80362143,16053.77196511,06/06/2024
Andy's Lane SFAZ,HR11012148984,2013-14 Prescribed Burn,2013/08/15,2013/08/15,12.96088869,1973.97519919,06/06/2024
Hank Street,"13101380389",2013-14 Wildfire,2013/10/13,2013/11/04,6014.18778758,63801.03582294,06/06/2024
Boggy Swamp Lightning Strike,"13102981650",2013-14 Wildfire,2013/10/29,2013/11/04,1.01456328,377.47312152,06/06/2024
Turners Road,"13101780707",2013-14 Wildfire,2013/10/17,2013/11/02,138.47599382,11008.68626383,06/06/2024
Finchley,"13101580520",2013-14 Wildfire,2013/10/15,2013/10/29,15.41931939,1644.31729066,06/06/2024
Beech Tree trail,"13091978275",2013-14 Wildfire,2013/09/19,2013/10/01,3.75050962,1029.15923444,06/06/2024
Mt Sugarloaf - Bush Alight,"13110882337",2013-14 Wildfire,2013/11/08,2013/11/11,0.08481812,103.79941345,06/06/2024
Ruttleys Road Fire,"13101380300",2013-14 Wildfire,2013/10/17,2013/11/11,2872.82997712,51521.72396188,06/06/2024
North Epping - Belinda Crescent,"13110882264",2013-14 Wildfire,2013/11/08,2013/11/10,2.48709646,753.91254248,06/06/2024
Gogerly Hill Fire,"13101380430",2013-14 Wildfire,2013/10/13,2013/10/20,2.53393357,626.12873096,06/06/2024
Boolambayte Rd Fire,"13101780744",2013-14 Wildfire,2013/10/17,2013/10/20,14.39309326,1433.61145138,06/06/2024
Seal Rocks Fire,"13100379555",2013-14 Wildfire,2013/10/03,2013/10/08,14.52499523,2254.91734372,06/06/2024
Lone Pine Fire,"13102781540",2013-14 Wildfire,2013/10/27,2013/11/01,135.51298465,5445.06064137,06/06/2024
Buckyjumba S44,"13101680611",2013-14 Wildfire,2013/10/14,2013/11/10,787.95185995,20305.53043397,06/06/2024
Corn Trail S44,"13102381214",2013-14 Wildfire,2013/10/23,2013/11/11,157.54646749,7933.33761333,06/06/2024
Botany Bay NP arson,,2013-14 Wildfire,2013/11/14,2013/11/14,0.00823898,32.37843561,06/06/2024
Botany Bay NP arson,,2013-14 Wildfire,2013/11/14,2013/11/14,0.00163564,14.42656383,06/06/2024
Botany Bay NP arson,,2013-14 Wildfire,2013/11/14,2013/11/14,0.00149799,13.80619721,06/06/2024
Botany Bay NP arson,,2013-14 Wildfire,2013/11/14,2013/11/14,0.00130475,12.88495974,06/06/2024
Botany Bay NP arson,,2013-14 Wildfire,2013/11/14,2013/11/14,0.00129401,12.83180708,06/06/2024
Botany Bay NP arson,,2013-14 Wildfire,2013/11/14,2013/11/14,0.00843121,32.75378526,06/06/2024
Botany Bay NP arson,,2013-14 Wildfire,2013/11/14,2013/11/14,0.00207721,16.25762512,06/06/2024
Combe Place,"13110882269",2013-14 Wildfire,2013/11/08,2013/11/10,3.71497330,932.85039024,06/06/2024
Mooreland Road Fire,"13101380308",2013-14 Wildfire,2013/10/13,2013/10/23,208.24872205,9844.15150658,06/06/2024
Egans Swamp,"13100179459",2013-14 Wildfire,2013/10/01,2013/10/07,1.28492992,446.58785565,06/06/2024
Mount York Road,13101780708 ,2013-14 Wildfire,2013/10/17,2013/11/11,9375.83254200,98581.25413869,06/06/2024
Clews,13102381245 ,2013-14 Wildfire,2013/10/22,2013/11/19,646.98328897,18623.45598992,06/06/2024
Currawilla,"13110381985",2013-14 Wildfire,2013/11/03,2013/11/10,199.61991050,7088.82382944,06/06/2024
Rose Lea,13111282616 ,2013-14 Wildfire,2013/11/12,2013/11/18,84.30375270,8665.12657661,06/06/2024
South Moira River Road,"13100879933",2013-14 Wildfire,2013/10/08,2013/10/14,1.84088190,827.89503264,06/06/2024
Ski Beach,"13101880881",2013-14 Wildfire,2013/10/18,2013/10/21,0.00074251,10.42177621,06/06/2024
Benerembah (Near Grid),"13102381266",2013-14 Wildfire,2013/10/23,2013/10/24,0.00102915,11.71049468,06/06/2024
ULLA - Mimosa Park SFAZ,HR12121262241,2013-14 Prescribed Burn,2013/09/04,2013/09/06,62.73676481,7392.15594909,06/06/2024
ULL - Cold Chisel SFAZ,HR12090360635,2013-14 Prescribed Burn,2013/08/29,2013/09/01,238.86822360,10242.38105960,06/06/2024
Old Hume Highway Alpine,"13110382028",2013-14 Wildfire,2013/11/03,2013/11/11,62.12484557,4500.49144491,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,26.62916308,4205.25334926,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,2.54065579,661.72856689,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,2.35645657,647.60867317,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,9.06634255,1421.83784194,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,1.24838188,509.56486520,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,38.67594015,4514.46908963,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,5.90999391,984.78010598,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,4.73116167,846.26979849,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,4.80020832,917.32239296,06/06/2024
Broadmeadows,"13103081712",2013-14 Wildfire,2013/10/29,2013/11/17,1.89170326,552.68250540,06/06/2024
Basin Road,"13100779878",2013-14 Wildfire,2013/10/07,2013/10/19,382.20883088,11890.82913372,06/06/2024
Marengo SF Cpt 26,"13081374821",2013-14 Wildfire,2013/08/13,2013/08/21,123.36465953,6877.25414229,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,77.29360123,7791.07564050,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,17.38977245,2394.16774265,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,30.22339079,3249.91223698,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,11.64031638,1854.29302050,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,16.69869630,1695.26950502,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,154.33112916,19126.81512212,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,115.25852194,9818.72342877,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,108.03219907,10984.21382416,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,27.64226938,3879.39805436,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,10.20365095,1317.24062328,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,299.42412282,19421.44411530,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,6.18525351,1038.79736491,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,7.26323987,1692.26499989,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,18.01618309,3068.37544081,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,19.30053111,2370.70552197,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,31.77168555,2803.30232078,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,7.82110270,1996.43759786,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,63.13396403,6910.26020345,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,17.93512428,2130.26257140,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,10.89977560,1747.09332436,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,13.48143713,2577.12829266,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,60.78732179,8324.60051136,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,94.77935553,10857.52032712,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,11.60465265,2859.94479486,06/06/2024
Big Scrub Creek,"13103081731",2013-14 Wildfire,2013/10/29,2013/12/04,14.42900960,2005.57056868,06/06/2024
